match,teamInnings,battingPos,batsmanName,dismissal,runs,balls,4s,6s,SR,out/not_out,match_id
Afghanistan Vs England,Afghanistan,1,Hazratullah Zazai,c Livingstone b Stokes,7,17,1,0,41.17,Out,T20I # 1840
Afghanistan Vs England,Afghanistan,2,Rahmanullah Gurbaz,c †Buttler b Wood,10,9,0,1,111.11,Out,T20I # 1840
Afghanistan Vs England,Afghanistan,3,Ibrahim Zadran,c Ali b Curran,32,32,3,1,100.00,Out,T20I # 1840
Afghanistan Vs England,Afghanistan,4,Usman Ghani,c Livingstone b Curran,30,30,3,0,100.00,Out,T20I # 1840
Afghanistan Vs England,Afghanistan,5,Najibullah Zadran,c Rashid b Stokes,13,11,0,1,118.18,Out,T20I # 1840
Afghanistan Vs England,Afghanistan,6,Mohammad Nabi,c †Buttler b Wood,3,5,0,0,60.00,Out,T20I # 1840
Afghanistan Vs England,Afghanistan,7,Azmatullah Omarzai,c Stokes b Curran,8,6,1,0,133.33,Out,T20I # 1840
Afghanistan Vs England,Afghanistan,8,Rashid Khan,c Hales b Curran,0,1,0,0,0.00,Out,T20I # 1840
Afghanistan Vs England,Afghanistan,9,Mujeeb Ur Rahman,c & b Woakes,0,1,0,0,0.00,Out,T20I # 1840
Afghanistan Vs England,Afghanistan,10,Fareed Ahmad,,2,4,0,0,50.00,Not Out,T20I # 1840
Afghanistan Vs England,Afghanistan,11,Fazalhaq Farooqi,c Malan b Curran,0,2,0,0,0.00,Out,T20I # 1840
Afghanistan Vs England,England,1,Jos Buttler,c Mujeeb Ur Rahman b Fazalhaq Farooqi,18,18,3,0,100.00,Out,T20I # 1840
Afghanistan Vs England,England,2,Alex Hales,c Fazalhaq Farooqi b Fareed Ahmad,19,20,0,1,95.00,Out,T20I # 1840
Afghanistan Vs England,England,3,Dawid Malan,c Mohammad Nabi b Mujeeb Ur Rahman,18,30,0,0,60.00,Out,T20I # 1840
Afghanistan Vs England,England,4,Ben Stokes, b Mohammad Nabi,2,4,0,0,50.00,Out,T20I # 1840
Afghanistan Vs England,England,5,Liam Livingstone,,29,21,3,0,138.09,Not Out,T20I # 1840
Afghanistan Vs England,England,6,Harry Brook,c Ibrahim Zadran b Rashid Khan,7,6,0,0,116.66,Out,T20I # 1840
Afghanistan Vs England,England,7,Moeen Ali,,8,10,0,0,80.00,Not Out,T20I # 1840
Ireland Vs Sri Lanka,Ireland,1,Paul Stirling,c Rajapaksa b DM de Silva,34,25,4,1,136.00,Out,T20I # 1841
Ireland Vs Sri Lanka,Ireland,2,Andy Balbirnie, b Kumara,1,5,0,0,20.00,Out,T20I # 1841
Ireland Vs Sri Lanka,Ireland,3,Lorcan Tucker, b Theekshana,10,11,1,0,90.90,Out,T20I # 1841
Ireland Vs Sri Lanka,Ireland,4,Harry Tector,c Shanaka b Fernando,45,42,2,1,107.14,Out,T20I # 1841
Ireland Vs Sri Lanka,Ireland,5,Curtis Campher,c Asalanka b Karunaratne,2,4,0,0,50.00,Out,T20I # 1841
Ireland Vs Sri Lanka,Ireland,6,George Dockrell, b Theekshana,14,16,0,0,87.50,Out,T20I # 1841
Ireland Vs Sri Lanka,Ireland,7,Gareth Delany,c Karunaratne b PWH de Silva,9,6,1,0,150.00,Out,T20I # 1841
Ireland Vs Sri Lanka,Ireland,8,Mark Adair,c Karunaratne b PWH de Silva,0,1,0,0,0.00,Out,T20I # 1841
Ireland Vs Sri Lanka,Ireland,9,Simi Singh,,7,8,1,0,87.50,Not Out,T20I # 1841
Ireland Vs Sri Lanka,Ireland,10,Barry McCarthy,,2,2,0,0,100.00,Not Out,T20I # 1841
Ireland Vs Sri Lanka,Sri Lanka,1,Kusal Mendis,,68,43,5,3,158.13,Not Out,T20I # 1841
Ireland Vs Sri Lanka,Sri Lanka,2,Dhananjaya de Silva,c †Tucker b Delany,31,25,2,1,124.00,Out,T20I # 1841
Ireland Vs Sri Lanka,Sri Lanka,3,Charith Asalanka,,31,22,2,0,140.90,Not Out,T20I # 1841
Pakistan Vs India,Pakistan,1,Mohammad Rizwan,c Kumar b Arshdeep Singh,4,12,1,0,33.33,Out,T20I # 1842
Pakistan Vs India,Pakistan,2,Babar Azam,lbw b Arshdeep Singh,0,1,0,0,0.00,Out,T20I # 1842
Pakistan Vs India,Pakistan,3,Shan Masood,,52,42,5,0,123.80,Not Out,T20I # 1842
Pakistan Vs India,Pakistan,4,Iftikhar Ahmed,lbw b Mohammed Shami,51,34,2,4,150.00,Out,T20I # 1842
Pakistan Vs India,Pakistan,5,Shadab Khan,c Yadav b Pandya,5,6,1,0,83.33,Out,T20I # 1842
Pakistan Vs India,Pakistan,6,Haider Ali,c Yadav b Pandya,2,4,0,0,50.00,Out,T20I # 1842
Pakistan Vs India,Pakistan,7,Mohammad Nawaz,c †Karthik b Pandya,9,6,2,0,150.00,Out,T20I # 1842
Pakistan Vs India,Pakistan,8,Asif Ali,c †Karthik b Arshdeep Singh,2,3,0,0,66.66,Out,T20I # 1842
Pakistan Vs India,Pakistan,9,Shaheen Shah Afridi,c & b Kumar,16,8,1,1,200.00,Out,T20I # 1842
Pakistan Vs India,Pakistan,10,Haris Rauf,,6,4,0,1,150.00,Not Out,T20I # 1842
Pakistan Vs India,India,1,KL Rahul, b Naseem Shah,4,8,0,0,50.00,Out,T20I # 1842
Pakistan Vs India,India,2,Rohit Sharma,c Iftikhar Ahmed b Haris Rauf,4,7,0,0,57.14,Out,T20I # 1842
Pakistan Vs India,India,3,Virat Kohli,,82,53,6,4,154.71,Not Out,T20I # 1842
Pakistan Vs India,India,4,Suryakumar Yadav,c †Mohammad Rizwan b Haris Rauf,15,10,2,0,150.00,Out,T20I # 1842
Pakistan Vs India,India,5,Axar Patel,run out (Babar Azam/†Mohammad Rizwan),2,3,0,0,66.66,Out,T20I # 1842
Pakistan Vs India,India,6,Hardik Pandya,c Babar Azam b Mohammad Nawaz,40,37,1,2,108.10,Out,T20I # 1842
Pakistan Vs India,India,7,Dinesh Karthik,st †Mohammad Rizwan b Mohammad Nawaz,1,2,0,0,50.00,Out,T20I # 1842
Pakistan Vs India,India,8,Ravichandran Ashwin,,1,1,0,0,100.00,Not Out,T20I # 1842
Bangladesh Vs Netherlands,Bangladesh,1,Najmul Hossain Shanto,c van Beek b Pringle,25,20,4,0,125.00,Out,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,2,Soumya Sarkar,c de Leede b van Meekeren,14,14,2,0,100.00,Out,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,3,Litton Das,c Cooper b van Beek,9,11,0,0,81.81,Out,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,4,Shakib Al Hasan,c de Leede b Shariz Ahmad,7,9,0,0,77.77,Out,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,5,Afif Hossain,c †Edwards b de Leede,38,27,2,2,140.74,Out,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,6,Yasir Ali, b van Meekeren,3,5,0,0,60.00,Out,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,7,Nurul Hasan,c van Meekeren b de Leede,13,18,0,0,72.22,Out,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,8,Mosaddek Hossain,,20,12,2,1,166.66,Not Out,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,9,Taskin Ahmed,c van Beek b Klaassen,0,1,0,0,0.00,Out,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,10,Hasan Mahmud,,0,3,0,0,0.00,Not Out,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,1,Vikramjit Singh,c Yasir Ali b Taskin Ahmed,0,1,0,0,0.00,Out,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,2,Max O'Dowd,run out (Afif Hossain/Shakib Al Hasan),8,8,0,1,100.00,Out,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,3,Bas de Leede,c †Nurul Hasan b Taskin Ahmed,0,1,0,0,0.00,Out,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,4,Colin Ackermann,c Mosaddek Hossain b Taskin Ahmed,62,48,6,2,129.16,Out,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,5,Tom Cooper,run out (Najmul Hossain Shanto/†Nurul Hasan),0,0,0,0,-,Out,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,6,Scott Edwards,c Hasan Mahmud b Shakib Al Hasan,16,24,1,0,66.66,Out,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,7,Tim Pringle, b Hasan Mahmud,1,6,0,0,16.66,Out,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,8,Logan van Beek,c Taskin Ahmed b Hasan Mahmud,2,5,0,0,40.00,Out,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,9,Shariz Ahmad,c Hasan Mahmud b Taskin Ahmed,9,8,1,0,112.50,Out,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,10,Fred Klaassen,,7,6,0,0,116.66,Not Out,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,11,Paul van Meekeren,c Litton Das b Soumya Sarkar,24,14,3,1,171.42,Out,T20I # 1843
Zimbabwe Vs South Africa,Zimbabwe,1,Regis Chakabva,c †de Kock b Ngidi,8,8,0,1,100.00,Out,T20I # 1844
Zimbabwe Vs South Africa,Zimbabwe,2,Craig Ervine,c Ngidi b Parnell,2,6,0,0,33.33,Out,T20I # 1844
Zimbabwe Vs South Africa,Zimbabwe,3,Sean Williams,run out (Miller),1,1,0,0,100.00,Out,T20I # 1844
Zimbabwe Vs South Africa,Zimbabwe,4,Sikandar Raza,c †de Kock b Ngidi,0,2,0,0,0.00,Out,T20I # 1844
Zimbabwe Vs South Africa,Zimbabwe,5,Wessly Madhevere,,35,18,4,1,194.44,Not Out,T20I # 1844
Zimbabwe Vs South Africa,Zimbabwe,6,Milton Shumba,c †de Kock b Nortje,18,20,2,0,90.00,Out,T20I # 1844
Zimbabwe Vs South Africa,South Africa,1,Quinton de Kock,,47,18,8,1,261.11,Not Out,T20I # 1844
Zimbabwe Vs South Africa,South Africa,2,Temba Bavuma,,2,2,0,0,100.00,Not Out,T20I # 1844
Sri Lanka Vs Australia,Sri Lanka,1,Pathum Nissanka,run out (Marsh/†Wade),40,45,2,0,88.88,Out,T20I # 1845
Sri Lanka Vs Australia,Sri Lanka,2,Kusal Mendis,c Marsh b Cummins,5,6,1,0,83.33,Out,T20I # 1845
Sri Lanka Vs Australia,Sri Lanka,3,Dhananjaya de Silva,c Warner b Agar,26,23,3,0,113.04,Out,T20I # 1845
Sri Lanka Vs Australia,Sri Lanka,4,Charith Asalanka,,38,25,3,2,152.00,Not Out,T20I # 1845
Sri Lanka Vs Australia,Sri Lanka,5,Bhanuka Rajapaksa,c Cummins b Starc,7,5,1,0,140.00,Out,T20I # 1845
Sri Lanka Vs Australia,Sri Lanka,6,Dasun Shanaka,c †Wade b Maxwell,3,5,0,0,60.00,Out,T20I # 1845
Sri Lanka Vs Australia,Sri Lanka,7,Wanindu Hasaranga de Silva,c †Wade b Hazlewood,1,4,0,0,25.00,Out,T20I # 1845
Sri Lanka Vs Australia,Sri Lanka,8,Chamika Karunaratne,,14,7,2,0,200.00,Not Out,T20I # 1845
Sri Lanka Vs Australia,Australia,1,David Warner,c Shanaka b Theekshana,11,10,0,0,110.00,Out,T20I # 1845
Sri Lanka Vs Australia,Australia,2,Aaron Finch,,31,42,0,1,73.80,Not Out,T20I # 1845
Sri Lanka Vs Australia,Australia,3,Mitchell Marsh,c Rajapaksa b DM de Silva,17,17,1,1,100.00,Out,T20I # 1845
Sri Lanka Vs Australia,Australia,4,Glenn Maxwell,c sub (KNA Bandara) b Karunaratne,23,12,2,2,191.66,Out,T20I # 1845
Sri Lanka Vs Australia,Australia,5,Marcus Stoinis,,59,18,4,6,327.77,Not Out,T20I # 1845
Ireland Vs England,Ireland,1,Paul Stirling,c Curran b Wood,14,8,1,1,175.00,Out,T20I # 1846
Ireland Vs England,Ireland,2,Andy Balbirnie,c Hales b Livingstone,62,47,5,2,131.91,Out,T20I # 1846
Ireland Vs England,Ireland,3,Lorcan Tucker,run out (Rashid),34,27,3,1,125.92,Out,T20I # 1846
Ireland Vs England,Ireland,4,Harry Tector,c †Buttler b Wood,0,2,0,0,0.00,Out,T20I # 1846
Ireland Vs England,Ireland,5,Curtis Campher,c †Buttler b Wood,18,11,3,0,163.63,Out,T20I # 1846
Ireland Vs England,Ireland,6,George Dockrell, b Livingstone,0,1,0,0,0.00,Out,T20I # 1846
Ireland Vs England,Ireland,7,Gareth Delany,,12,10,1,0,120.00,Not Out,T20I # 1846
Ireland Vs England,Ireland,8,Mark Adair,c Curran b Livingstone,4,4,0,0,100.00,Out,T20I # 1846
Ireland Vs England,Ireland,9,Barry McCarthy, b Curran,3,3,0,0,100.00,Out,T20I # 1846
Ireland Vs England,Ireland,10,Fionn Hand, b Curran,1,2,0,0,50.00,Out,T20I # 1846
Ireland Vs England,Ireland,11,Josh Little,c †Buttler b Stokes,0,1,0,0,0.00,Out,T20I # 1846
Ireland Vs England,England,1,Jos Buttler,c †Tucker b Little,0,2,0,0,0.00,Out,T20I # 1846
Ireland Vs England,England,2,Alex Hales,c Adair b Little,7,5,1,0,140.00,Out,T20I # 1846
Ireland Vs England,England,3,Dawid Malan,c Hand b McCarthy,35,37,2,0,94.59,Out,T20I # 1846
Ireland Vs England,England,4,Ben Stokes, b Hand,6,8,0,0,75.00,Out,T20I # 1846
Ireland Vs England,England,5,Harry Brook,c Delany b Dockrell,18,21,1,0,85.71,Out,T20I # 1846
Ireland Vs England,England,6,Moeen Ali,,24,12,3,1,200.00,Not Out,T20I # 1846
Ireland Vs England,England,7,Liam Livingstone,,1,2,0,0,50.00,Not Out,T20I # 1846
South Africa Vs Bangladesh,South Africa,1,Temba Bavuma,c †Nurul Hasan b Taskin Ahmed,2,6,0,0,33.33,Out,T20I # 1847
South Africa Vs Bangladesh,South Africa,2,Quinton de Kock,c Soumya Sarkar b Afif Hossain,63,38,7,3,165.78,Out,T20I # 1847
South Africa Vs Bangladesh,South Africa,3,Rilee Rossouw,c Litton Das b Shakib Al Hasan,109,56,7,8,194.64,Out,T20I # 1847
South Africa Vs Bangladesh,South Africa,4,Tristan Stubbs,c Litton Das b Shakib Al Hasan,7,7,1,0,100.00,Out,T20I # 1847
South Africa Vs Bangladesh,South Africa,5,Aiden Markram,c Soumya Sarkar b Hasan Mahmud,10,11,1,0,90.90,Out,T20I # 1847
South Africa Vs Bangladesh,South Africa,6,David Miller,,2,4,0,0,50.00,Not Out,T20I # 1847
South Africa Vs Bangladesh,South Africa,7,Wayne Parnell,,0,2,0,0,0.00,Not Out,T20I # 1847
South Africa Vs Bangladesh,Bangladesh,1,Najmul Hossain Shanto, b Nortje,9,9,1,0,100.00,Out,T20I # 1847
South Africa Vs Bangladesh,Bangladesh,2,Soumya Sarkar,c †de Kock b Nortje,15,6,0,2,250.00,Out,T20I # 1847
South Africa Vs Bangladesh,Bangladesh,3,Litton Das,c Stubbs b Shamsi,34,31,1,1,109.67,Out,T20I # 1847
South Africa Vs Bangladesh,Bangladesh,4,Shakib Al Hasan,lbw b Nortje,1,4,0,0,25.00,Out,T20I # 1847
South Africa Vs Bangladesh,Bangladesh,5,Afif Hossain,c Parnell b Rabada,1,5,0,0,20.00,Out,T20I # 1847
South Africa Vs Bangladesh,Bangladesh,6,Mehidy Hasan Miraz,c Markram b Shamsi,11,13,0,0,84.61,Out,T20I # 1847
South Africa Vs Bangladesh,Bangladesh,7,Mosaddek Hossain,st †de Kock b Maharaj,0,3,0,0,0.00,Out,T20I # 1847
South Africa Vs Bangladesh,Bangladesh,8,Nurul Hasan,c Nortje b Shamsi,2,6,0,0,33.33,Out,T20I # 1847
South Africa Vs Bangladesh,Bangladesh,9,Taskin Ahmed, b Nortje,10,17,1,0,58.82,Out,T20I # 1847
South Africa Vs Bangladesh,Bangladesh,10,Hasan Mahmud,run out (Rabada),0,2,0,0,0.00,Out,T20I # 1847
South Africa Vs Bangladesh,Bangladesh,11,Mustafizur Rahman,,9,3,0,1,300.00,Not Out,T20I # 1847
India Vs Netherlands,India,1,KL Rahul,lbw b van Meekeren,9,12,1,0,75.00,Out,T20I # 1848
India Vs Netherlands,India,2,Rohit Sharma,c Ackermann b Klaassen,53,39,4,3,135.89,Out,T20I # 1848
India Vs Netherlands,India,3,Virat Kohli,,62,44,3,2,140.90,Not Out,T20I # 1848
India Vs Netherlands,India,4,Suryakumar Yadav,,51,25,7,1,204.00,Not Out,T20I # 1848
India Vs Netherlands,Netherlands,1,Vikramjit Singh, b Kumar,1,9,0,0,11.11,Out,T20I # 1848
India Vs Netherlands,Netherlands,2,Max O'Dowd, b Patel,16,10,3,0,160.00,Out,T20I # 1848
India Vs Netherlands,Netherlands,3,Bas de Leede,c Pandya b Patel,16,23,0,0,69.56,Out,T20I # 1848
India Vs Netherlands,Netherlands,4,Colin Ackermann,c Patel b Ashwin,17,21,1,0,80.95,Out,T20I # 1848
India Vs Netherlands,Netherlands,5,Tom Cooper,c sub (DJ Hooda) b Ashwin,9,12,0,0,75.00,Out,T20I # 1848
India Vs Netherlands,Netherlands,6,Scott Edwards,c sub (DJ Hooda) b Kumar,5,8,0,0,62.50,Out,T20I # 1848
India Vs Netherlands,Netherlands,7,Tim Pringle,c Kohli b Mohammed Shami,20,15,1,1,133.33,Out,T20I # 1848
India Vs Netherlands,Netherlands,8,Logan van Beek,c †Karthik b Arshdeep Singh,3,5,0,0,60.00,Out,T20I # 1848
India Vs Netherlands,Netherlands,9,Shariz Ahmad,,16,11,2,0,145.45,Not Out,T20I # 1848
India Vs Netherlands,Netherlands,10,Fred Klaassen,lbw b Arshdeep Singh,0,1,0,0,0.00,Out,T20I # 1848
India Vs Netherlands,Netherlands,11,Paul van Meekeren,,14,6,3,0,233.33,Not Out,T20I # 1848
Zimbabwe Vs Pakistan,Zimbabwe,1,Wessly Madhevere,lbw b Mohammad Wasim,17,13,3,0,130.76,Out,T20I # 1849
Zimbabwe Vs Pakistan,Zimbabwe,2,Craig Ervine,c Mohammad Wasim b Haris Rauf,19,19,2,0,100.00,Out,T20I # 1849
Zimbabwe Vs Pakistan,Zimbabwe,3,Milton Shumba,c & b Shadab Khan,8,10,1,0,80.00,Out,T20I # 1849
Zimbabwe Vs Pakistan,Zimbabwe,4,Sean Williams, b Shadab Khan,31,28,3,0,110.71,Out,T20I # 1849
Zimbabwe Vs Pakistan,Zimbabwe,5,Sikandar Raza,c Haris Rauf b Mohammad Wasim,9,16,1,0,56.25,Out,T20I # 1849
Zimbabwe Vs Pakistan,Zimbabwe,6,Regis Chakabva,c Babar Azam b Shadab Khan,0,1,0,0,0.00,Out,T20I # 1849
Zimbabwe Vs Pakistan,Zimbabwe,7,Ryan Burl,,10,15,0,0,66.66,Not Out,T20I # 1849
Zimbabwe Vs Pakistan,Zimbabwe,8,Luke Jongwe, b Mohammad Wasim,0,1,0,0,0.00,Out,T20I # 1849
Zimbabwe Vs Pakistan,Zimbabwe,9,Brad Evans, b Mohammad Wasim,19,15,0,1,126.66,Out,T20I # 1849
Zimbabwe Vs Pakistan,Zimbabwe,10,Richard Ngarava,,3,2,0,0,150.00,Not Out,T20I # 1849
Zimbabwe Vs Pakistan,Pakistan,1,Mohammad Rizwan, b Muzarabani,14,16,1,1,87.50,Out,T20I # 1849
Zimbabwe Vs Pakistan,Pakistan,2,Babar Azam,c Burl b Evans,4,9,1,0,44.44,Out,T20I # 1849
Zimbabwe Vs Pakistan,Pakistan,3,Shan Masood,st †Chakabva b Sikandar Raza,44,38,3,0,115.78,Out,T20I # 1849
Zimbabwe Vs Pakistan,Pakistan,4,Iftikhar Ahmed,c †Chakabva b Jongwe,5,10,1,0,50.00,Out,T20I # 1849
Zimbabwe Vs Pakistan,Pakistan,5,Shadab Khan,c Williams b Sikandar Raza,17,14,0,1,121.42,Out,T20I # 1849
Zimbabwe Vs Pakistan,Pakistan,6,Haider Ali,lbw b Sikandar Raza,0,1,0,0,0.00,Out,T20I # 1849
Zimbabwe Vs Pakistan,Pakistan,7,Mohammad Nawaz,c Ervine b Evans,22,18,1,1,122.22,Out,T20I # 1849
Zimbabwe Vs Pakistan,Pakistan,8,Mohammad Wasim,,12,13,2,0,92.30,Not Out,T20I # 1849
Zimbabwe Vs Pakistan,Pakistan,9,Shaheen Shah Afridi,run out (Sikandar Raza/†Chakabva),1,1,0,0,100.00,Out,T20I # 1849
New Zealand Vs Sri Lanka,New Zealand,1,Finn Allen, b Theekshana,1,3,0,0,33.33,Out,T20I # 1850
New Zealand Vs Sri Lanka,New Zealand,2,Devon Conway, b DM de Silva,1,4,0,0,25.00,Out,T20I # 1850
New Zealand Vs Sri Lanka,New Zealand,3,Kane Williamson,c †Mendis b Rajitha,8,13,1,0,61.53,Out,T20I # 1850
New Zealand Vs Sri Lanka,New Zealand,4,Glenn Phillips,c Shanaka b Kumara,104,64,10,4,162.50,Out,T20I # 1850
New Zealand Vs Sri Lanka,New Zealand,5,Daryl Mitchell, b PWH de Silva,22,24,0,0,91.66,Out,T20I # 1850
New Zealand Vs Sri Lanka,New Zealand,6,James Neesham,c Shanaka b Rajitha,5,8,0,0,62.50,Out,T20I # 1850
New Zealand Vs Sri Lanka,New Zealand,7,Mitchell Santner,,11,5,0,1,220.00,Not Out,T20I # 1850
New Zealand Vs Sri Lanka,New Zealand,8,Ish Sodhi,run out (sub [KNA Bandara]/†Mendis),1,1,0,0,100.00,Out,T20I # 1850
New Zealand Vs Sri Lanka,New Zealand,9,Tim Southee,,4,1,1,0,400.00,Not Out,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,1,Pathum Nissanka,lbw b Southee,0,5,0,0,0.00,Out,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,2,Kusal Mendis,c †Conway b Boult,4,3,1,0,133.33,Out,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,3,Dhananjaya de Silva, b Boult,0,3,0,0,0.00,Out,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,4,Charith Asalanka,c Allen b Boult,4,8,0,0,50.00,Out,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,5,Bhanuka Rajapaksa,c Williamson b Ferguson,34,22,3,2,154.54,Out,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,6,Chamika Karunaratne,c Boult b Santner,3,8,0,0,37.50,Out,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,7,Dasun Shanaka,c Mitchell b Boult,35,32,4,1,109.37,Out,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,8,Wanindu Hasaranga de Silva,c Williamson b Sodhi,4,6,1,0,66.66,Out,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,9,Maheesh Theekshana,c Neesham b Santner,0,3,0,0,0.00,Out,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,10,Kasun Rajitha,,8,21,0,0,38.09,Not Out,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,11,Lahiru Kumara,st †Conway b Sodhi,4,5,1,0,80.00,Out,T20I # 1850
Bangladesh Vs Zimbabwe,Bangladesh,1,Najmul Hossain Shanto,c Ervine b Sikandar Raza,71,55,7,1,129.09,Out,T20I # 1851
Bangladesh Vs Zimbabwe,Bangladesh,2,Soumya Sarkar,c †Chakabva b Muzarabani,0,2,0,0,0.00,Out,T20I # 1851
Bangladesh Vs Zimbabwe,Bangladesh,3,Litton Das,c Chatara b Muzarabani,14,12,3,0,116.66,Out,T20I # 1851
Bangladesh Vs Zimbabwe,Bangladesh,4,Shakib Al Hasan,c Muzarabani b Williams,23,20,1,0,115.00,Out,T20I # 1851
Bangladesh Vs Zimbabwe,Bangladesh,5,Afif Hossain,lbw b Ngarava,29,19,1,1,152.63,Out,T20I # 1851
Bangladesh Vs Zimbabwe,Bangladesh,6,Mosaddek Hossain,c Chatara b Ngarava,7,10,0,0,70.00,Out,T20I # 1851
Bangladesh Vs Zimbabwe,Bangladesh,7,Nurul Hasan,run out (Williams/†Chakabva),1,1,0,0,100.00,Out,T20I # 1851
Bangladesh Vs Zimbabwe,Bangladesh,8,Yasir Ali,,1,1,0,0,100.00,Not Out,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,1,Wessly Madhevere,c Mustafizur Rahman b Taskin Ahmed,4,3,1,0,133.33,Out,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,2,Craig Ervine,c †Nurul Hasan b Taskin Ahmed,8,7,2,0,114.28,Out,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,3,Milton Shumba,c Shakib Al Hasan b Mustafizur Rahman,8,15,1,0,53.33,Out,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,4,Sean Williams,run out (Shakib Al Hasan),64,42,8,0,152.38,Out,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,5,Sikandar Raza,c Afif Hossain b Mustafizur Rahman,0,3,0,0,0.00,Out,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,6,Regis Chakabva,c †Nurul Hasan b Taskin Ahmed,15,19,0,0,78.94,Out,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,7,Ryan Burl,,27,25,2,1,108.00,Not Out,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,8,Brad Evans,c Afif Hossain b Mosaddek Hossain,2,2,0,0,100.00,Out,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,9,Richard Ngarava,st †Nurul Hasan b Mosaddek Hossain,6,3,0,1,200.00,Out,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,10,Blessing Muzarabani,,0,2,0,0,0.00,Not Out,T20I # 1851
Netherlands Vs Pakistan,Netherlands,1,Stephan Myburgh,c Mohammad Wasim b Shaheen Shah Afridi,6,11,1,0,54.54,Out,T20I # 1852
Netherlands Vs Pakistan,Netherlands,2,Max O'Dowd,lbw b Shadab Khan,8,13,0,0,61.53,Out,T20I # 1852
Netherlands Vs Pakistan,Netherlands,3,Bas de Leede,,6,16,1,0,37.50,Not Out,T20I # 1852
Netherlands Vs Pakistan,Netherlands,4,Tom Cooper,c Mohammad Wasim b Shadab Khan,1,2,0,0,50.00,Out,T20I # 1852
Netherlands Vs Pakistan,Netherlands,5,Colin Ackermann,lbw b Shadab Khan,27,27,2,0,100.00,Out,T20I # 1852
Netherlands Vs Pakistan,Netherlands,6,Scott Edwards,c Iftikhar Ahmed b Naseem Shah,15,20,1,0,75.00,Out,T20I # 1852
Netherlands Vs Pakistan,Netherlands,7,Roelof van der Merwe, b Haris Rauf,5,6,0,0,83.33,Out,T20I # 1852
Netherlands Vs Pakistan,Netherlands,8,Tim Pringle, b Mohammad Wasim,5,8,0,0,62.50,Out,T20I # 1852
Netherlands Vs Pakistan,Netherlands,9,Logan van Beek,,6,9,0,0,66.66,Not Out,T20I # 1852
Netherlands Vs Pakistan,Netherlands,10,Fred Klaassen, b Mohammad Wasim,0,1,0,0,0.00,Out,T20I # 1852
Netherlands Vs Pakistan,Netherlands,11,Paul van Meekeren,run out (Shadab Khan/†Mohammad Rizwan),7,7,0,0,100.00,Out,T20I # 1852
Netherlands Vs Pakistan,Pakistan,1,Mohammad Rizwan,c †Edwards b van Meekeren,49,39,5,0,125.64,Out,T20I # 1852
Netherlands Vs Pakistan,Pakistan,2,Babar Azam,run out (van der Merwe),4,5,1,0,80.00,Out,T20I # 1852
Netherlands Vs Pakistan,Pakistan,3,Fakhar Zaman,c †Edwards b Glover,20,16,3,0,125.00,Out,T20I # 1852
Netherlands Vs Pakistan,Pakistan,4,Shan Masood,c van Meekeren b Glover,12,16,0,0,75.00,Out,T20I # 1852
